#Types Before Cut: 67259
#Types After Cut: 44542
#Search Hits: 0
1	16306	1100.484	ya
2	6110	976.851	wit
3	10520	586.211	y
4	1214	515.891	holla
5	3489	498.453	hood
6	2063	415.745	gangsta
7	2273	398.871	spit
8	12434	362.388	niggaz
9	5317	327.469	ma
10	2485	281.122	lil
11	40101	280.307	we
12	446	277.962	unit
13	2932	269.613	la
14	3366	266.853	hot
15	2823	245.005	block
16	5769	227.848	gon
17	439	218.456	dro
18	1704	210.300	yea
19	2296	207.456	its
20	1735	196.843	fo
21	2982	190.670	cuz
22	133170	188.173	you
23	144	186.979	wickie
24	159	181.012	dipset
25	6284	175.188	uh
26	2874	168.030	streets
27	1974	167.767	mon
28	406	163.304	bling
29	1458	163.214	pimp
30	1070	161.283	grind
31	568	158.433	dudes
32	721	149.031	homey
33	168	147.705	geah
34	1450	145.039	heat
35	108	140.234	yuuaal
36	1451	137.632	guns
37	282	135.214	crunk
38	1266	130.507	aint
39	669	130.252	mayne
40	771	127.342	pimpin
41	1128	125.815	cha
42	14908	122.782	back
43	33261	122.454	get
44	517	119.162	chu
45	89772	118.589	it
46	322	117.038	priest
47	338	113.165	gangstas
48	2396	112.414	club
49	953	111.850	thugs
50	132	110.097	koopa
51	9232	109.695	right
52	441	109.146	rims
53	84	109.071	oho
54	359	108.190	mami
55	322	106.616	weezy
56	11829	103.124	them
57	189	102.983	dubs
58	131	101.999	chamillionaire
59	865	101.291	gucci
60	861	100.781	dude
61	93	98.492	nolia
62	5609	96.509	game
63	460	95.657	hustlin
64	128	95.456	santana
65	90	94.790	hubba
66	73	94.788	tipdrill
67	521	93.826	sho
68	1006	91.885	cats
69	1343	91.708	thang
70	99	91.420	theodore
71	548	89.707	naw
72	81	89.278	jeah
73	1135	89.200	dat
74	204	88.613	crank
75	121	87.859	nelly
76	4031	86.501	boy
77	1388	86.327	dirty
78	113	85.413	chamillitary
79	216	84.980	fa
80	131	84.184	knahmean
81	8327	84.098	keep
82	111	83.224	gilla
83	170	83.053	sheek
84	878	81.793	thats
85	1307	81.444	jump
86	10923	81.170	how
87	722	80.060	truck
88	2036	79.484	music
89	1494	79.402	thug
90	703	78.627	chrome
91	67	78.051	nna
92	1725	77.593	dog
93	3379	77.497	hey
94	3571	77.136	talk
95	190	76.656	hov
96	162	75.806	cris
97	6323	75.524	us
98	569	75.379	breathe
99	1067	73.519	beef
100	118	73.519	ludacris
101	3345	73.018	ride
102	185	72.486	mamma
103	2456	71.516	street
104	1600	70.916	boys
105	14514	70.714	at
106	66	70.609	yada
107	714	70.223	chicks
108	1147	69.185	shorty
109	86	68.773	inc
110	14517	68.142	see
111	283	67.342	bun
112	784	66.753	dont
