#Types Before Cut: 11484
#Types After Cut: 8112
#Search Hits: 0
1	1114	1080.063	re
2	155	750.175	jeff
3	206	529.763	jam
4	296	485.264	rhyme
5	293	472.432	mc
6	462	456.836	rock
7	76	434.117	dopeman
8	263	416.305	rhymes
9	94	414.956	lyte
10	143	365.384	sucker
11	126	342.472	hype
12	74	329.465	creator
13	783	296.626	not
14	509	295.450	said
15	394	280.236	rap
16	289	279.887	because
17	545	279.171	are
18	149	275.459	master
19	318	266.420	beat
20	5587	263.872	a
21	75	254.626	oakland
22	5392	254.089	and
23	105	240.768	def
24	231	239.619	mic
25	88	237.617	prince
26	159	235.838	dj
27	43	235.832	motherland
28	86	232.019	hort
29	116	231.117	microphone
30	499	230.452	d
31	141	228.815	short
32	132	223.597	funky
33	215	212.582	cool
34	230	207.331	l
35	94	204.558	homeboy
36	43	198.303	tricky
37	79	191.787	cos
38	887	190.941	he
39	67	187.726	emcee
40	37	186.874	larock
41	860	186.314	ll
42	1021	185.194	was
43	96	184.842	suckers
44	24	183.058	aaaahhhhhhhh
45	163	182.763	fresh
46	68	182.031	posse
47	655	179.806	as
48	66	177.181	kane
49	46	174.094	ren
50	1871	169.437	is
51	55	167.045	scott
52	452	163.067	too
53	33	161.681	overweight
54	29	161.351	woy
55	98	160.076	jay
56	86	139.458	bass
57	1432	131.411	so
58	64	128.551	lover
59	59	127.853	cuts
60	65	124.915	krs
61	18	124.379	yodel
62	951	123.180	cause
63	114	121.794	record
64	31	121.596	girlies
65	24	116.265	meany
66	3445	115.335	s
67	134	115.251	j
68	6281	114.254	you
69	283	114.120	name
70	16	109.570	aiyyy
71	42	107.627	panic
72	86	107.578	crowd
73	21	107.144	positivity
74	14	106.784	overweighter
75	32	104.936	scratching
76	45	99.600	effect
77	31	99.060	adidas
78	165	97.038	cut
79	37	96.848	eazy
80	29	95.688	jammin
81	22	95.244	girlie
82	64	94.498	bye
83	48	92.197	teacher
84	87	92.021	guy
85	12	91.529	kanday
86	142	91.039	kick
87	94	90.096	heavy
88	15	89.551	elaine
89	28	89.276	tender
90	166	88.355	dope
91	1421	87.795	but
92	159	87.600	cold
93	35	87.157	title
94	63	87.149	knowledge
95	32	86.923	welfare
96	30	85.690	dove
97	133	84.545	were
98	31	84.505	eddie
99	4589	83.461	to
100	32	82.547	charlie
101	141	81.876	couldn
102	51	79.921	groove
103	88	79.204	stupid
104	30	79.099	scratches
105	342	78.578	will
106	260	78.470	people
107	591	76.723	or
108	10	76.274	luuden
109	14	74.629	minnie
110	574	74.041	say
111	65	73.916	smooth
112	35	71.565	homeboys
113	29	71.515	ruler
114	56	71.222	walked
115	18	70.156	productions
116	21	69.592	rougher
117	9	68.647	heure
118	39	68.458	grabbed
119	36	67.931	buddy
120	17	67.832	rulin
121	252	67.467	c
122	112	67.001	tried
123	18	66.540	reggae
124	49	65.770	scratch
125	106	65.499	comes
126	728	65.124	man
127	23	63.649	pos
128	66	63.337	wack
129	103	63.256	yourself
130	127	62.746	wait
131	15	62.602	tr
132	26	62.590	dissed
133	20	62.209	illin
134	32	61.839	ding
135	22	61.641	hee
136	65	61.450	records
137	8	61.019	diddely
138	8	61.019	licki
139	8	61.019	otta
140	8	61.019	scrubb
141	16	60.869	darryl
142	111	60.285	dance
143	28	60.036	flexin
144	19	59.440	bdp
145	214	59.398	well
146	17	58.838	scoob
147	26	58.442	jams
148	51	58.116	players
149	157	57.843	didn
150	24	57.393	musical
151	133	57.300	king
152	34	57.228	female
153	64	56.947	radio
154	95	56.689	has
155	155	56.564	party
156	22	56.425	jazzy
157	46	56.388	diss
158	12	56.264	il
159	162	56.259	girls
160	43	56.144	competition
161	17	56.000	panther
162	76	55.785	rockin
163	24	54.425	dizzy
164	376	54.237	girl
165	15	53.582	hunted
166	16	53.284	jenny
167	14	53.079	asiatic
168	23	52.853	tyson
169	39	52.628	starts
170	12	51.951	deejay
171	10	51.900	widdy
172	16	51.676	daisy
173	22	51.595	bald
174	17	51.506	coz
175	100	51.473	words
176	8	51.100	jenifa
177	8	51.100	liggy
178	179	50.913	e
179	161	50.758	word
180	122	50.574	crew
181	63	50.454	tip
182	65	50.448	stage
183	28	50.117	scratched
184	81	49.511	freak
185	21	49.455	perfection
186	70	48.468	met
187	8	48.262	thaaaang
188	32	47.409	plug
189	48	46.899	rule
190	21	46.848	worlds
191	11	46.209	zapp
192	8	45.921	midi
193	124	45.921	must
194	6	45.764	dejeuner
195	6	45.764	herrr
196	50	45.589	kickin
197	18	44.965	betty
198	24	44.781	poetry
199	19	44.573	youknowhati
200	56	44.334	battle
201	12	43.909	diddley
202	69	43.825	ill
203	138	43.376	music
204	263	43.153	an
205	34	43.147	msayin
206	71	43.040	funk
207	68	42.829	punk
208	14	42.690	oaktown
209	21	42.214	cee
210	40	41.798	compton
211	137	41.641	listen
212	41	41.629	others
213	35	41.305	sir
214	16	40.755	est
215	8	40.604	diddle
216	420	40.436	there
217	77	40.367	kind
218	11	40.028	whoooo
219	14	39.632	invasion
220	30	39.302	emcees
221	109	39.208	brother
222	8	39.195	posdnuos
223	8	39.195	trugoy
224	7	39.150	bristol
225	7	39.150	ia
226	60	39.093	rappin
227	24	38.191	liar
228	5	38.137	cydne
229	15	37.974	hyped
230	130	37.917	place
231	67	37.842	wear
232	26	37.778	static
233	23	37.554	ricky
234	98	37.512	gold
235	32	37.484	goddamn
236	159	37.410	start
237	21	36.984	express
238	6	36.856	forn
239	46	36.842	busy
240	9	36.690	devestating
241	67	36.585	story
242	50	36.218	butt
243	33	36.123	rick
244	14	35.533	strawberry
245	10	35.511	gusto
246	9	35.078	adds
247	112	33.924	hip
248	18	33.532	limo
249	23	33.516	jock
250	29	33.305	rhymin
251	69	33.283	makes
252	11	32.951	vernon
253	9	32.932	blowjob
254	8	32.803	tyme
255	54	32.727	played
256	80	32.444	called
257	63	32.375	funny
258	24	32.342	leader
259	7	31.863	industries
260	14	31.796	ole
261	32	31.775	freaks
262	670	31.751	one
263	51	31.135	stuff
264	10	30.627	fila
265	4	30.510	kiddly
266	4	30.510	moocher
267	4	30.510	ticketmaster
268	4	30.510	wbls
269	4	30.510	yeahhhahhhhahhhh
270	8	30.434	gulp
271	18	30.319	ultimate
272	51	30.049	soft
273	22	29.886	create
274	5	29.850	gotch
275	53	29.759	weak
276	8	29.726	whoooooo
277	41	29.604	mary
278	21	29.546	correct
279	19	29.524	echo
280	18	29.398	bold
281	39	29.363	raps
282	196	29.027	damn
283	161	28.845	other
284	10	28.843	hollis
285	60	28.441	fun
286	22	28.346	sucked
287	9	28.337	heav
288	25	28.266	cannot
289	6	28.132	allright
290	6	28.132	yvette
291	118	27.991	went
292	11	27.870	delight
293	53	27.708	lyrics
294	18	27.660	negative
295	280	27.642	stop
296	23	27.497	polo
297	153	27.375	am
298	55	27.274	does
299	10	27.235	sweetheart
300	11	27.205	autographs
301	212	27.053	try
302	6	27.000	theresa
303	26	26.804	punks
304	58	26.704	may
305	26	26.698	wax
306	9	26.475	earnin
307	9	26.475	sire
308	16	26.353	cutie
309	76	26.286	strong
310	115	26.274	their
311	40	26.062	named
312	18	26.046	mase
313	7	25.839	poetically
314	512	25.718	time
315	8	25.580	nitro
316	4	25.550	bloo
317	4	25.550	yeeaahh
318	39	25.469	jealous
319	11	25.353	syndicate
320	29	25.217	jumped
321	8	25.079	hev
322	71	24.751	saw
323	22	24.696	rope
324	30	24.634	ounce
325	944	24.569	just
326	7	24.547	biter
327	5	24.497	youknowi
328	14	24.458	exact
329	63	24.353	chill
330	40	24.328	rough
331	25	24.151	aww
332	17	24.062	bitin
333	46	24.022	tape
334	7	23.950	cisco
335	25	23.463	supreme
336	11	23.427	tempo
337	5	23.247	cabby
338	5	23.247	crossfader
